"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponses.java","4","56","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponses.java","4","80","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponses.java","4","113","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\OAuthFlow.java","4","98","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\OAuthFlow.java","4","166","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\OAuthFlows.java","4","98","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\OAuthFlows.java","4","166","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\Scopes.java","4","24","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\Scopes.java","4","58","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\Scopes.java","4","93","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\SecurityRequirement.java","4","36","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\SecurityRequirement.java","4","64","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.security","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\security\SecurityScheme.java","4","351","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.servers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\servers\Server.java","4","78","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.servers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\servers\Server.java","4","144","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.servers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\servers\ServerVariable.java","4","88","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.servers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\servers\ServerVariable.java","4","154","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.servers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\servers\ServerVariables.java","4","24","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.servers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\servers\ServerVariables.java","4","58","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.servers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\servers\ServerVariables.java","4","93","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.tags","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\tags\Tag.java","4","79","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.tags","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\tags\Tag.java","4","145","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.test","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\test\java\io\swagger\test\SchemaTests.java","3","52","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
