"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","248","Unnecessary qualifier 'Hbase094xHelper': 'convertUserEndRowkey' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","256","Unnecessary qualifier 'Hbase094xHelper': 'getTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","265","Unnecessary qualifier 'Hbase094xHelper': 'doSplit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","272","Unnecessary qualifier 'Hbase094xHelper': 'closeTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","372","Unnecessary qualifier 'Hbase094xHelper': 'validateMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","417","Unnecessary qualifier 'Hbase094xHelper': 'parseColumnOfNormalMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","424","Unnecessary qualifier 'Hbase094xHelper': 'parseColumnOfMultiversionMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\MultiVersionTask.java","4","36","Unnecessary qualifier 'MultiVersionTask': 'COLON_BYTE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\MultiVersionTask.java","4","74","Unnecessary qualifier 'MultiVersionTask': 'COLON_BYTE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","57","Unnecessary qualifier 'Hbase094xHelper': 'getHbaseConfiguration' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","66","Unnecessary qualifier 'Hbase094xHelper': 'checkHbaseTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","72","Unnecessary qualifier 'Hbase094xHelper': 'closeTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","75","Unnecessary qualifier 'Hbase094xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","83","Unnecessary qualifier 'Hbase094xHelper': 'getTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","96","Unnecessary qualifier 'Hbase094xHelper': 'closeTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","104","Unnecessary qualifier 'Hbase094xHelper': 'getHbaseConfiguration' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","113","Unnecessary qualifier 'Hbase094xHelper': 'checkHbaseTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","120","Unnecessary qualifier 'Hbase094xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","121","Unnecessary qualifier 'Hbase094xHelper': 'closeTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.plugin.writer.hbase094xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase094xwriter\Hbase094xHelper.java","4","169","Unnecessary qualifier 'Hbase094xHelper': 'validateMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","54","Unnecessary qualifier 'Hbase11xHelper': 'closeConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","64","Unnecessary qualifier 'Hbase11xHelper': 'getHbaseConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","70","Unnecessary qualifier 'Hbase11xHelper': 'checkHbaseTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","74","Unnecessary qualifier 'Hbase11xHelper': 'closeTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","75","Unnecessary qualifier 'Hbase11xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","76","Unnecessary qualifier 'Hbase11xHelper': 'closeConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","85","Unnecessary qualifier 'Hbase11xHelper': 'getHbaseConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","91","Unnecessary qualifier 'Hbase11xHelper': 'checkHbaseTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","94","Unnecessary qualifier 'Hbase11xHelper': 'closeRegionLocator' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","95","Unnecessary qualifier 'Hbase11xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","96","Unnecessary qualifier 'Hbase11xHelper': 'closeConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","168","Unnecessary qualifier 'Hbase11xHelper': 'stringToBytes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","178","Unnecessary qualifier 'Hbase11xHelper': 'stringToBytes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","272","Unnecessary qualifier 'Hbase11xHelper': 'isRowkeyColumn' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"15","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","291","Unnecessary qualifier 'Hbase11xHelper': 'convertUserStartRowkey' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"16","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","292","Unnecessary qualifier 'Hbase11xHelper': 'convertUserEndRowkey' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"17","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","299","Unnecessary qualifier 'Hbase11xHelper': 'getRegionLocator' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"18","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","306","Unnecessary qualifier 'Hbase11xHelper': 'doSplit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"19","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","314","Unnecessary qualifier 'Hbase11xHelper': 'closeRegionLocator' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"20","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","413","Unnecessary qualifier 'Hbase11xHelper': 'validateMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"21","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","458","Unnecessary qualifier 'Hbase11xHelper': 'parseColumnOfNormalMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"22","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\Hbase11xHelper.java","4","465","Unnecessary qualifier 'Hbase11xHelper': 'parseColumnOfMultiversionMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\MultiVersionTask.java","4","35","Unnecessary qualifier 'MultiVersionTask': 'COLON_BYTE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.reader.hbase11xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase11xreader\MultiVersionTask.java","4","73","Unnecessary qualifier 'MultiVersionTask': 'COLON_BYTE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.reader.hbase11xsqlreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xsqlreader\src\test\java\com\alibaba\datax\plugin\reader\hbase11xsqlreader\HbaseSQLReaderTaskTest.java","3","65","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","44","Unnecessary qualifier 'Hbase11xHelper': 'getHbaseConfiguration' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","51","Unnecessary qualifier 'Hbase11xHelper': 'closeConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","62","Unnecessary qualifier 'Hbase11xHelper': 'getHbaseConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","68","Unnecessary qualifier 'Hbase11xHelper': 'checkHbaseTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","73","Unnecessary qualifier 'Hbase11xHelper': 'closeTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","74","Unnecessary qualifier 'Hbase11xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","75","Unnecessary qualifier 'Hbase11xHelper': 'closeConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","85","Unnecessary qualifier 'Hbase11xHelper': 'getHbaseConfiguration' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","86","Unnecessary qualifier 'Hbase11xHelper': 'getHbaseConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","92","Unnecessary qualifier 'Hbase11xHelper': 'checkHbaseTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","99","Unnecessary qualifier 'Hbase11xHelper': 'closeBufferedMutator' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","100","Unnecessary qualifier 'Hbase11xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","101","Unnecessary qualifier 'Hbase11xHelper': 'closeConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","111","Unnecessary qualifier 'Hbase11xHelper': 'getTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"15","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","124","Unnecessary qualifier 'Hbase11xHelper': 'closeTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"16","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","133","Unnecessary qualifier 'Hbase11xHelper': 'getHbaseConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"17","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","137","Unnecessary qualifier 'Hbase11xHelper': 'checkHbaseTable' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"18","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","143","Unnecessary qualifier 'Hbase11xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"19","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","144","Unnecessary qualifier 'Hbase11xHelper': 'closeConnection' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"20","com.alibaba.datax.plugin.writer.hbase11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase11xwriter\src\main\java\com\alibaba\datax\plugin\writer\hbase11xwriter\Hbase11xHelper.java","4","205","Unnecessary qualifier 'Hbase11xHelper': 'validateMode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.reader.hbase20xsqlreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase20xsqlreader\src\main\java\com\alibaba\datax\plugin\reader\hbase20xsqlreader\HBase20SQLReaderHelper.java","3","96","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","com.alibaba.datax.plugin.reader.hbase20xsqlreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase20xsqlreader\src\main\java\com\alibaba\datax\plugin\reader\hbase20xsqlreader\HBase20SQLReaderHelper.java","3","98","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","53","Unnecessary qualifier 'Kudu11xHelper': 'getKuduConfiguration' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","77","Unnecessary qualifier 'Kudu11xHelper': 'getSchema' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","80","Unnecessary qualifier 'Kudu11xHelper': 'setTablePartition' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","101","Unnecessary qualifier 'Kudu11xHelper': 'getKuduClient' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","103","Unnecessary qualifier 'Kudu11xHelper': 'getSchema' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","106","Unnecessary qualifier 'Kudu11xHelper': 'setTablePartition' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","118","Unnecessary qualifier 'Kudu11xHelper': 'closeClient' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","3","151","Avoid using java.lang.ThreadGroup; it is not thread safe","Multithreading","AvoidThreadGroup"
"9","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","3","151","Avoid using java.lang.ThreadGroup; it is not thread safe","Multithreading","AvoidThreadGroup"
"10","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","185","Unnecessary qualifier 'Kudu11xHelper': 'getKuduClient' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","191","Unnecessary qualifier 'Kudu11xHelper': 'closeClient' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","355","Unnecessary qualifier 'Kudu11xHelper': 'getKuduClient' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","com.q1.datax.plugin.writer.kudu11xwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\kuduwriter\src\main\java\com\q1\datax\plugin\writer\kudu11xwriter\Kudu11xHelper.java","4","365","Unnecessary qualifier 'Kudu11xHelper': 'closeClient' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.reader.loghubreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\loghubreader\src\main\java\com\alibaba\datax\plugin\reader\loghubreader\LogHubReader.java","3","243","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
